用户,是否看过,评分,评论时间,有用数,评论
德卡的羊,看过,较差,2020-02-06 15:06:54,8,40/100，主角是小孩，没想到这部电影在创作上透露出的智识也是小孩般的。道德层面上当然可以模糊甚至以对立视角呈现，但如果仅仅是为了“搞笑”，可真的让人无法接受了。散发着浓烈的剥削意味，不是最后靠爱拯救世界就能证明你的无辜。
Mamula,看过,还行,2019-11-16 10:18:43,8,过于立意先行了，不敢完全放手荒诞于是不三不四。。。作为点缀的荒诞的副线和配角存在感太强了，尤其是Theon没两句台词但是全是戏，衬着正经的主线味同嚼蜡，反倒遮掉了“正邪”对立，让人格外喜欢反派起来。。。另外把妈妈的角色写成liberal烈士对于人文主义的主题来说反而跑脱了。。。好想吃🦄️。。。想看到完全放开的Taika。。。被Rockwell圈粉，正好可以回去补Fosse/Verdon了
巴伐利亞酒神,看过,推荐,2020-01-09 21:23:14,11,母子版美丽人生，1945年的第三帝国拍得像春天般绚烂。乔乔的绘本好评；收废铁机器人好评；女主的绿毛衫好评；斯嘉丽的演技好评；既能生孩子又能使用MG机枪的胖女人好评；德国人说英语差评；希特勒太帅了差评。
★☆☆☆☆,看过,推荐,2020-01-12 17:59:26,5,（９／１０）也许所有的喜剧本质上都是悲剧……影片的主题是告诉德国小孩犹太人也只是普通人，但这部电影本身，又何尝不是告诉观众德国小孩同样是普通人呢？满脑子纳粹思想的乔乔，本质上只是个想成为“了不起的人”的孩子，但在那个时代氛围中，“了不起的人”又能是哪些人呢？纳粹根本不可能教孩子们英美人权思想之类，“了不起的人”只能是纳粹，而乔乔心中幻想的鼓励自己成长的英雄，只能是希特勒。（老实说我小时候看了哆啦A梦后，也幻想过穿越到过去和东哥做朋友，并阻止某些事发生，好让东哥变成完美的人。）
十二辰子,看过,还行,2020-01-25 06:34:20,6,失望而归 。没有《少年斯派维》玩得飞起，没有《希特勒回来了》批的尖锐，没有《穿条纹睡衣的男孩》温情，也没有《月升王国》美学统一。不是刻意对标，而是描了皮却没有骨。男孩真的可爱，但还是狠了心没有多给一星。
林文清,看过,较差,2020-01-07 07:04:55,3,"I was expecting something properly controversial here with all that fuss, instead I saw the safest, perhaps most unoriginal way of making fun of the Nazis. Scarlett Johansson's character, with a perception that's clearly modern and new, is completely out of place. The entire Nazi environment depicted in the film was made up purely of the writer's tabloid, superficial (mis)understandings of Nazism. Filled with hackneyed symbolism and plain kitsch, there's absolutely nothing bold or adventurous in this film (the only 'good' nazi has to be a gay, how surprising). Anyone who says this film works against political correctness doesn't know the first thing about contemporary politics."
陈灼,看过,力荐,2020-01-01 16:07:33,4,Go home and kiss your mother.
Mathilda,看过,力荐,2020-02-04 23:30:50,10,缩短战争的持续时间，只露出绞刑架下的鞋，赋予残酷分子幽默与顽劣，jojo在善与恶的边缘游走，在这个10岁男孩的世界里，一边站的是希特勒，另一边站的的他的妈妈，犹太女孩还有captain K。
字母君,看过,很差,2020-02-05 00:00:25,15,把真人电影当卡通片拍的反面教材，与韦斯安德森相比，维迪提仅做到了“幼稚”，却与“纯真”根本沾不上边，只有鞋子一幕和结尾的大卫鲍伊勉强有些温度。对二战的态度令人作呕，明明借用了类似的语调或视角，却完全走到了《你逃我也逃》、《美丽人生》的反面，只打安全牌，极度鸡贼，对维迪提彻底粉转黑。
不良生,看过,推荐,2020-02-11 20:39:44,2,1，用童真与梦幻来展现杀戮与残酷，杀戮与残酷显得更可怖，童真与梦幻也显得更可贵。2，他终于学会了为心爱的女孩系鞋带，就像他的母亲曾为心爱的男孩系鞋带一样。3，最后一幕太美好了。“现在我们做什么呢？”不如跳舞。
