用户,是否看过,评分,评论时间,有用数,评论
ゝ🌈,看过,还行,2020-02-29 16:09:07,0,为什么欧美男人生活照这么丑，电影却拍得这么帅呢😂
koukeea,看过,还行,2020-02-29 00:23:42,0,Harry怎么这么帅，身材又好，又那么会穿衣服。C
小小蜡笔,看过,还行,2020-02-28 22:55:07,0,情节和人设其实非常cliché，harry演技也是不值得一提。本来以为是公路片，居然是大跨度的流水账。但是能不讨论严肃主题只是谈谈恋爱的精神值得表扬，最后一首关于harry的主题曲有丝丝打动。我一夜之间失去你两次这句告白是全片highlight。
Darren,看过,还行,2020-03-01 21:55:13,0,典型的青春偶像略狗血的电视电影，太超过有没有，期待了那么久果然还是不能指望FREEFORM，或者说是我已经不在适看年龄段了？毕竟BGM歌单都感觉青春洋溢。最后你们能看出是一个家庭吗，我看着像三兄弟呢。
碰碰胡,看过,还行,2020-03-01 23:13:26,0,这糟糕的人设和故事
马句,看过,很差,2020-03-08 02:06:00,0,boring white bitchy gay guy and their stupid fantasies
麦子,看过,很差,2020-02-27 07:34:52,0,同性不喜，两个抠脚大汉可以尝试互相闻对方的臭袜子吗！
阿牛,看过,还行,2020-02-26 23:53:16,0,歌有点太多了，像一个大型的暧昧调情MV，好在轻松好笑。我司的Up被cue了。
mix,看过,还行,2020-03-01 20:12:06,0,里面的歌很好听
倾歌之城,看过,较差,2020-02-29 23:57:44,1,唯一真实点的角色是zach，其他人的行为性格难以认同
冷香飞上诗句,看过,较差,2020-03-02 11:20:22,0,剧情真是接受无能，几个朋友之间乱搞闹掰了最后居然还能相安无事参加对方婚礼，现实生活中早老死不相往来了好吗？感情铺垫不足，故事转折生硬，一切都令人难以信服。男一个性别扭自我，男二天性浪荡自私，这样的两个人能长长久久在一起才是见了鬼。唯一让我觉得甜的地方是结尾两人领养了小孩，但愿喜欢孩子的同性情侣们都能迎来这一天。
.,看过,力荐,2020-03-01 14:28:17,0,啊，最痛苦和甜蜜的是确认心意，和性向身份无关。
大洋洲,看过,较差,2020-02-24 21:27:07,1,情人节特供同志爱情片，就知道做完爱之后肯定还会有大事发生。告别了Alex Landi，Jake Boreli只是需要一个演技佳的搭档，可结果呢？Something about Harry？也只是塑造了一个weird Harry和一只气鼓鼓的花栗鼠，拉长时间线，但没能铺好矛盾点，只化为“你为什么不向我爱你一样爱我”的同志圈烂问题。Paige的人生导师角色和Karamo的多金老gay形象都是半斤八两。
撕咬苏菲,看过,较差,2020-02-29 15:45:21,0,什么鬼！？闺蜜和harry才是最可怜的吧？男主自己跟闺蜜和harry都说了不可能，后来他们在一起了就开始要死要活还在brunch说那些话？最后还是闺蜜主动来道歉，这奇葩剧情以至于最后男主和harry复合接吻到结尾告白都毫无感觉甚至尴尬…插曲都好熟悉，就是塞得太满
Kento,看过,还行,2020-02-26 20:24:19,0,2.5
Monaghan,看过,推荐,2020-02-26 15:59:53,1,"我的肾上腺素好不值钱！
以及：最大的bug是男主说什么话都带嘴角上翘的挑逗"
Haru口,看过,较差,2020-02-28 15:46:58,0,劣质gay版when Harry met Sally……无论啥都踩不到其的一半。（男二完全是吴克群嘛？？？？太出戏了！！！！！
馒头加肉,看过,较差,2020-02-26 00:12:12,0,这也太烂了吧……
彥小奚,看过,推荐,2020-03-01 16:03:16,0,當年風騷的Emmet 真的老得我差點認不出來...
你条仔,看过,推荐,2020-02-28 22:05:13,0,friend can be in love
我是柚子味,看过,还行,2020-02-27 20:53:22,0,甜就完事啦
Ryan Gosling,看过,推荐,2020-02-28 02:42:00,0,情人节上映的常规片，小打小闹合家欢，偶尔甜得傻笑。
遐｜想,看过,推荐,2020-02-26 20:16:07,0,情人节能有个帅哥对你说谎话，有什么好值得不信的？开心就好
"doku,",看过,2020-02-16 11:38:58, ,0,"at this age, that ""edgy girl married a basic white dude"" is probably more ideal for me... all these predictable faggoty dramas just give me headache and nausea."
Nino,看过,还行,2020-03-03 05:43:37,0,又烂又荒谬，一如我们的生活啊……
tttttttt.,看过,还行,2020-03-06 18:06:54,0,可是，Harry真的好帅...
拾男孩的小稻穗,看过,还行,2020-02-27 19:52:37,0,please get a room!!!!!比gv还做作的剧情…请直接跳到逼飞奶炸的桥段
劇場,看过,较差,2020-02-28 23:54:20,0,用两个字形容：何必呢。没错，这部电影就和这句话一样有毛病。
圣代队长,看过,很差,2020-03-04 21:27:21,0,糖水片一性转处理不好容易啰嗦，这部比爱你西蒙还差，一看编导，qaf的主演，难怪。
劇場,看过,较差,2020-02-28 23:54:20,0,用两个字形容：何必呢。没错，这部电影就和这句话一样有毛病。
B-B-B,看过,推荐,2020-02-25 07:23:35,0,Cute
赟棠,看过,还行,2020-02-26 23:07:37,0,OST不错，哈哈哈，好久没看gay flick chick啦，放松一下挺好啊
Matt,看过,较差,2020-03-04 21:28:42,0,很普通
🍟,看过,很差,2020-02-28 17:55:58,0,演技浮夸，剧情刻意，消费同性题材
铜饼,看过,还行,2020-03-05 10:48:49,0,开心的傻白甜电影，男二有点像吴克羣
Roy Luo,看过,还行,2020-02-23 02:14:41,0,演技太差txl😑
