用户,是否看过,评分,评论时间,有用数,评论
SOMETHING,看过,推荐,2020-02-27 09:45:49,2,"很久之前为了看糯米的美好肉体生啃过一遍，再看完带字幕版本后留下的最深印象居然还是糯米的美好肉体。
实名嫉妒电影里making out with Noemie的每一个人。
四星私心是为了糯米。"
Fine.,看过,较差,2020-03-01 00:22:25,0,法国的文艺片啊，我真的现在看不下去了。
德卡的羊,看过,还行,2020-02-29 20:28:03,0,60/100，空洞的美。
津五渡,看过,推荐,2020-03-04 00:57:13,1,实不相瞒，是海报吸引了我，完全不熟悉的神奇领域，不太理解这么乱的关系却有另一种和谐，不过美好的胴体确实是提升了观影体验。7分。
Anglow,看过,推荐,2020-03-03 07:00:45,2,实在不懂为什么这么多人看完这这电影，还只打了三分或以下，一部电影看什么？要么是百转千回的剧情，要么是你来我往的对白，要么是技惊四座的特效，要么是贵入珍宝的面孔.....你看到的是什么？西游记里你看不到西厢记的情爱，红楼梦里没有了水浒传里的义气...你在一部法国文艺电影里找什么剧情，品这么对白啊。你看画面都啊，看构图啊，看脸啊，看身体啊.....不是馋身子，你找来看什么呢？
Chunchun,看过,还行,2020-02-28 20:31:43,0,女主真好看。
刘冰格,看过,推荐,2020-03-02 15:46:53,0,画面美得没话说，这样放浪形骸的时代可望而不可即
春暖花开,看过,推荐,2020-02-28 16:40:05,0,思想前卫
糯米的小水杯,看过,力荐,2020-01-09 02:32:44,12,1895年巴黎; 皮埃尔是一个处于成名边缘的巴黎花花公子和诗人。 他和他的诗人朋友亨利都疯狂地爱上了玛丽，玛丽是他们的导师、法国-古巴若瑟-马里亚·德·埃雷迪亚的厚脸皮的女儿。 虽然她爱皮埃尔，服从她的父亲，她嫁给亨利，以偿还她父亲的债务，并寻求一个更好的社会地位。 于是 pierre 决定逃到阿尔及利亚，在那里遇到了 zohar，他和 zohar 有着共同的非裸摄影。 两年后和她一起回到巴黎，他再次找到了玛丽，玛丽承认他就是她所爱的人。 他们以巴黎的非裸摄影为背景，展开了一场猫捉老鼠的游戏，游戏的对象是那些涉及自己生活、打破社会规则的人，这将使他们成为19世纪法国最著名的作家和诗人之一。 挽歌写的
扰扰,看过,还行,2020-03-02 21:26:38,0,只能说，玛丽是最大的赢家。
tonight,看过,还行,2020-03-01 14:06:37,1,女主像艾玛 沃特森和妮可基德曼综合体
某妮,看过,还行,2020-03-02 20:13:05,0,还说你不是馋她的身子？！摄影调教了一个不伦绝伦的女人，真真的败给好容颜。
安小安,看过,还行,2020-02-29 14:55:39,3,总的来说是一部不太需要花时间特意去看的电影，对于它想讨论的东西有点过于故弄玄虚了，而把它当毛片来看的话呢…它也没有特别毛…
想太多的豬,看过,还行,2020-03-05 19:40:44,0,没字幕 欣赏不来
lick,看过,推荐,2020-03-02 19:55:28,2,先后搞定黑皮骚鸡、绿奴男二、种马男一，再双手送上清纯小妹，美胸美手美屁股，好看衣服挺多的就是不太喜欢穿着，男女通吃、不畏世俗，真的是狭路相逢浪者胜【是真实事件改编？？？牛批、天秀】
不过一场游戏,看过,推荐,2020-02-27 04:38:02,1,这就是法国人的文化
Mintnotsmall,看过,还行,2020-03-01 21:20:52,1,"诗人，摄影师和艺术家，在性解放后的法国，有着异于常人的热烈奔放，也许情感或生理上的自由散漫反而是其创作的灵感来源。“爱你爱到愿意分享你”，这是浪漫的文艺女青年，整理六十个上过床的女人的胴体成册还时不时要吃最好朋友老婆的醋，这是渣渣渣渣渣男。
（复古法式礼服真好看，我更爱看她穿衣服）"
典型一直富用户,看过,力荐,2020-02-27 19:11:33,6,就嗑糯米这个脸和身材！！！！！！！烧女图的怨念就是没有一场翻天覆地了床戏哈哈哈哈我好遗憾啊
银河系的大姨妈,看过,力荐,2020-01-27 13:53:12,8,糯米这脸和身材不是珍品是极品啊，我要流鼻血了
祛魅or幻灭,看过,推荐,2020-02-27 21:03:56,2,文艺青年在哪个年代都是浪逼，打着各种艺术的旗号行苟且之事。剧情毫无看点，也就是女主诚意卖肉，身材比长相精致，性场面倒是少得很，比如用洗照片的巧妙镜头指代了。戒冲的兄弟不要看，扛不住的
隐藏摄像机de空,看过,力荐,2020-02-27 19:49:32,5,啧啧啧口水飞起，呆哈还不快追
沙宣,看过,力荐,2020-02-27 14:45:54,2,将吻未闻之间的感觉很像人间中毒，未婚少女的萌动像疯狂修道院。当对方的言行举止成为你情绪的晴雨表时，说明你已经失控了。我偷看你相册，擦干眼泪陪你干，你偷看我相册居然给我砸了？这三人很像橙蓝黄三种蜥蜴轮番占据巢穴，偷香窃玉一墙之隔阻挡了创世纪。法国女人嗑炮最为致命，两男一女是天使之恋，两女一男是珍品。
KOROHA,看过,很差,2019-11-23 03:18:51,6,（暂不评价）生肉太难啃了我透
蒙奇D,看过,还行,2020-02-28 16:37:47,2,摄影师真是从古到今都吃香，特别是会拍私房那种。本片讲的就是一个摄影师在给女性拍私房的时候（以拍私房照为名睡妹子）遇到“珍品”的故事，恰好，这个“珍品”是摄影师好友的老婆，摄影师面对“珍品”丢了魂，产生了爱情。故事实际上就是出轨、情人、不寻常的婚姻关系、渣男摄影师，加入了最早的“艺术照”元素，没什么特别的，只是诺米·梅兰特太美了。对，就是演《燃烧女子的肖像》那个妹子，太美了，推荐看一下。电影很普通，但不看这部电影你损失就大了。
河童(与鹤）,看过,推荐,2020-02-28 20:39:11,1,1:44:52。故事不是很吸引我。配乐违和又贴切。摄影很美，照片很美。完全沉溺在女主的颜和身材中无法自拔。对我来讲就是初恋脸。能和这样的女人恋爱简直幸福。
泰戈尔,看过,还行,2020-02-27 07:26:29,1,剧情一般吧，诺兰很美，容貌体态都很棒
幻想家,看过,推荐,2020-02-29 23:22:11,2,"“喃喃自语你的名字，切盼你的唇舌”
故事叙述春秋笔法，摄影美术美轮美奂，诺米肉体精彩绝伦。"
不老的李大爷耶,看过,还行,2020-02-25 09:10:00,2,法国影坛从古至今总是可以向世界电影艺术源源不断地输出年轻靓丽性感美好的肉体
季恩熙,看过,还行,2020-02-28 17:10:10,5,开头走廊那段小步轻盈的跟随调情还挺喜欢的，毕竟穿上衣服的时候也不多。(¬_¬)
林觴,看过,还行,2020-03-03 13:21:51,0,這個後現代的電音配樂真的是，賊出戲。還有一些明明很有戲的小細節，然後，就沒下文了？！比如，藏頭髮～
苦月亮与香水,看过,还行,2020-03-08 11:32:49,0,配乐超棒
无害青年,看过,较差,2020-03-03 22:13:59,0,人体艺术大赏。
透明北极熊,看过,还行,2020-03-04 00:17:15,0,？
井戒,看过,2020-03-07 21:35:55, ,0,糯米好美
🌔🌓🌕🌖🌗✨,看过,较差,2020-02-29 03:33:49,3,它再美，也只是欲。不好比的。不是它低爱一等，是差了十万八千里。
麻团,看过,较差,2020-03-04 01:47:19,0,恕我无法接受这个乱搞的剧情……
身无半亩,看过,推荐,2020-02-28 03:48:50,0,"诗人喜欢摄影，不愿结婚。女主深爱他，与他人结婚后还照顾他。

探讨爱，女主诺米·梅兰很美。真实故事改编。"
突然粉碎,看过,较差,2020-02-29 01:53:42,0,绿意盎然，热烈奔放，道德卫士还有三秒到达战场，车门先给你焊死了，糯米姐姐好美，爱上她只需一首复古电音的时间
轩煜,看过,还行,2020-03-01 21:55:56,0,是的 我馋女主的身体
已注销,看过,还行,2020-03-01 23:04:57,0,还可以
notrealdante,看过,还行,2020-03-04 20:25:05,0,噗
葡萄柚,看过,还行,2020-03-09 10:00:43,0,导演功力太弱了吧 突然就结了尾收了场 也讲不出来一种升华或者顿悟 Noemie的曼妙胴体是贯穿全片的唯一存在
RealityBites,看过,还行,2020-03-02 20:49:02,1,诺米太美！
冬天的ice,看过,还行,2020-02-28 14:49:20,0,法国女青年一定要脱了衣服聊天谈恋爱么  但是肉体好美 颜也美 呜呜呜
隐二,看过,2020-02-28 13:45:48, ,1,我记得上一位轻微对眼儿的爆红花旦是黄圣依
夏予川,看过,还行,2020-02-28 14:47:57,0,想要收藏头纱海报。
梦行30,看过,2020-02-29 14:43:29, ,0,画面美轮美奂，女主身体美轮美奂，剧情什么的，我才疏学浅就不评论了，没有什么友谊能比头上绿帽重要吧？
賴床不起。,看过,2020-02-29 21:54:53, ,0,“私房照”
光年‖影视歌三栖民工,看过,还行,2020-02-29 23:29:58,0,只是为了看美乳，其他不重要
考拉拜拜,看过,还行,2020-03-07 11:02:41,0,“你们这一代不行，上一代天天都在冲，知道有艾滋还是冲”
侯麦,看过,还行,2020-02-27 23:51:38,1,我真是怀疑丈夫是不是喜欢男主，不然怎么能接受。接受得这么没有底线。女主身材真好。羡慕！
邵禹升,看过,推荐,2020-02-29 20:42:49,0,太久没看情欲电影了，很馋！
非常道电影,看过,还行,2020-02-24 14:38:09,1,为了看诺米·梅兰特
42路公共汽车,看过,还行,2020-03-02 17:43:01,0,好看，但是没有心情看情节。
Cassiopeia,看过,推荐,2020-02-27 08:39:09,1,糯米的身材：珍品
yellowist,看过,较差,2020-03-06 05:42:03,0,我还没看到脱衣服，但是我想给四分。我觉得这个片子幽默感还挺强的，那个音乐马上就要土嗨起来。这种不伦不类的西洋时代感特别招我喜欢。尽管期待看到大量躶体！！！但是我对法国情色片的色感真是毫不期待——他们真是太干净太生硬了。。。
山青是我师弟,看过,较差,2020-03-07 13:36:58,0,诺米梅兰特很美，但是在这片子里格外蠢，一首天牌打糊的二傻子美女。男主长的像法国版周深，性格无比猥琐。尤物美人喜欢这种窝囊废，简直暴殄天物。
Blue,看过,较差,2020-02-27 01:07:58,1,这个剧情我真的黑人问号。。。糯米真的太美好了！
清風澈水,看过,较差,2020-02-29 16:24:32,2,这个戏出来镜头唯美之外，故事非常普通。做爱就喊呀，还要流泪，太假。。。
大号煎饼,看过,还行,2020-02-27 12:14:14,1,现代人难再有胶片冲洗的乐趣
阿五,看过,还行,2020-02-29 16:55:31,0,看看构图，看看时装，看看女主的肉体over
三七二十一,看过,还行,2020-02-28 10:16:23,0,大家都是冲着一个目的看的，剧情设定并无出彩地方，整部剧逻辑衔接也较为生硬。但是画面生猛，敢拍敢露，女主非常有魅力。
MAGGIE_嫚,看过,较差,2020-03-03 11:52:15,1,不要在任何的艺术创作里讨论三观，所以单纯看本片令我瞠目结舌的乱作一团的情爱关系外，一个心中怀有真爱却嫁作他人的女子最后达到了性解放和性自由，成功地处理了灵与肉的关系…
昼与咒与宙,看过,推荐,2020-02-28 04:47:35,0,觉得女主的表现比在烧女图里好很多 布景精致 情节流畅 故事可能不够好 但是女孩们的身体实在是太迷人了
天天天&晴,看过,较差,2020-03-04 17:27:44,0,电影讲的是个啥呦，女主脑子是有病吧，女主老公是什么神仙？
✘.,看过,较差,2020-02-29 00:38:10,0,好看
咸菜帮老大,看过,还行,2020-03-02 06:33:49,1,电子乐用得莫名其妙。
Ｌｕｂｕｂｕ,看过,2020-03-01 21:22:22, ,0,好奶！
烟水,看过,推荐,2020-02-27 22:52:27,0,"剧情略显单薄，但没关系，只要女主够美，诺米·梅兰特，教科书级别的性感尤物。
全片印象最深的就这一句：
“我爱你爱到足以分享你，你明白我所说的吗？”"
小云朵,看过,较差,2020-03-01 05:02:52,0,很糜烂
梦之安魂曲,看过,还行,2020-02-28 20:47:37,1,最近非常火的片子。除了画面很美和那些肉体外，别的也没什么好看的。
