用户,是否看过,评分,评论时间,有用数,评论
Nissassa,看过,较差,2020-03-05 15:09:15,1,先不说无聊老土的故事和仿佛2005年水平的特效，唐尼简直了，这活生生一个能与动物对话的神经质版的钢铁侠，连吃东西的手势神情都与2008年吃汉堡如出一辙，你说这电影不扑街谁扑街呢......
VeryGZ,看过,很差,2020-02-11 19:28:43,1,杜立德翻成多力特是想撇清啥关系？？全方位的灾难，甚至最该成为卖点的特效都是五毛钱的那种，唐尼的表演...同为漫威这伙人且不提斯嘉丽，差美队都一大截。以前总看不起但现在一比较，算是明白了迪士尼童话真人作的过人之处。
阿蚊,看过,还行,2020-02-20 09:09:51,0,RDJ做主角系我唯一對套戲期待的，為動物配音都是有份量的演員，動物的CG質素做得逼真，能表現出動物真實動作之餘，亦能演繹到人性風格，製作整體中規中矩，但故事內容有點過於平凡，冒險情節不算多顯得未夠精彩，故事鋪排有點混亂，好像帶觀眾去了很多不同方向，但對於劇情整體未有很大幫助，感覺只是拖長時間，總之對比起舊版《Dr Dolittle》，呢套戲真系唔咁掂水。
巴厘岛冰蓝。,看过,还行,2020-02-22 02:15:31,0,铁男放弃亿万资产去搞了个动物语言培训中心   不好好干钢铁侠发展副业去了
间客,看过,较差,2020-02-19 00:29:56,2,这品相莫不是迪士尼童话真人改编本部一奶同胞的兄弟制作的，空洞低幼无聊一脉相承
gia,看过,较差,2020-02-18 15:55:31,1,不好看中规中矩毫无新意 但是 这好歹是一部工整的电影 中国电影市场连工整行活都不多见！！！
陈精病,看过,还行,2020-02-16 14:55:34,0,配音太奇怪
孟孟～,看过,较差,2020-02-13 10:35:55,1,过于低幼了，看完基本无记忆点。阵容倒是明星云集，但是不好看就是不好看。另外很不明白，好好的杜立德为什么翻译成多力特？
乍暖,看过,很差,2020-02-11 10:43:10,1,2.5/10。我不懂男配存在的意义，其实我不懂任何人（动物）存在的意义。唐尼的角色感觉是想走德普路线，那干嘛不找更有个人特色的德普呢？（德普拒演笑死我了）
岩井俊七,看过,还行,2020-02-13 16:13:50,0,大人看老套没劲，如果是小盆友看还挺适合的，属于孩子们的冒险故事，会说话的动物，火龙，追寻传说中的果实，正义战胜了邪恶巴拉巴拉，特效应该花费太多投资了吧加上出场费不菲能不赔嘛，翻译成多力特什么鬼，海报能换一个吗
回到未来,看过,力荐,2020-01-28 14:39:52,0,武汉加油，中国加油。  🔗连接湖北结点城，饿了么“死亡搁浅”精神。
喜儿喂鸭正经地,看过,很差,2020-02-11 05:54:14,1,像十年前的奇幻片
不是qixuelun,看过,推荐,2020-01-17 23:54:26,2,比预期好看哎看了开心，小男演员真的太可爱了
白茅,看过,较差,2020-02-17 13:50:40,1,2.5。工整，但是無聊。
Mr. Fahrenheit,看过,还行,2020-01-23 00:16:58,1,初時是 Alice in Wonderland，後來是 Pirates of the Caribbean.
lumos,看过,还行,2020-01-17 10:08:17,2,很低龄向的电影，不知道唐尼为什么要拗出一口奇怪的喉咙有痰的口音，我是真的整片没听懂
小萝卜头·糖泥,看过,还行,2020-02-17 21:54:53,0,标准儿童片。打低分的都是成年观众。
不留痕迹,看过,很差,2020-03-09 22:58:30,1,就算你们有糖泥，但也不能乱来啊
沙漠中的西蒙,看过,较差,2020-02-11 20:43:01,1,麦克辛演个反派也那么喜感
冰皮企鹅,看过,还行,2020-02-12 22:11:02,0,低龄向，剧本敷衍
苏小朵,看过,还行,2020-02-21 16:01:13,0,小萝卜的台词太奇怪了。
薑蓉飯,看过,还行,2020-01-23 00:35:20,0,邊有出面講到咁崩潰
木棍先生,看过,较差,2020-02-16 10:11:50,1,别这么作践自己啊，钢铁侠
