用户,是否看过,评分,评论时间,有用数,评论
红楼白衣,看过,还行,2020-02-11 11:52:53,2,“只会拍天元突破的今石洋之”。trigger和今石再这么止步不前下去，我都想期待一下“树挪死人挪活”的鬼话了。
血源2出了吗？,看过,力荐,2020-02-15 00:06:13,1,1）一如既往的扳机燃！！！各种意义上的爆燃！！！2）扳机这次的作画风格完全是传统TV动画里的一次革新，有点儿low poly复兴的意思。3）与这次疫情颇有映照的，是本作里人类如何和突变的“自然（的自燃者）”相处、所谓异变者（Lio）和民间力量（Galo）如何对抗当局（当然这也是诸多番剧的最爱的主题）。
fire,看过,较差,2020-02-29 13:03:34,0,故事概念就很中二，全片都是浓浓的中二少年气息。拍得还行
思路乐,看过,力荐,2020-03-09 22:26:08,2,【A－】嗨疯了，真特么嗨疯了，这玩意实在是太对我胃口了。二维与三维的技术作画实在是震撼，无边界、无极限。碰撞拼贴的色块，只存在于动画载体的炫酷运镜，都汇聚成艺术表达的冲击波，将文本上那些令人反感的中二燃烧殆尽。但另一方面，这种扎根于本土中二文化下的东西却又能反哺那些绚丽的作画艺术，将其与现实的距离进一步拉大，在艺术表达上建构出真正纯粹的梦幻空间，只属于日本动画的影像奇观。
黑衣,看过,力荐,2019-05-30 10:46:04,2,新感线剧团和准团员猛刷大屏，新感线式口上，歌舞伎见得，身为一个舞台剧粉，歌舞伎粉，配音演员粉，动画粉，一部片子满足次元交汇哈哈哈
jj73浅之,看过,还行,2020-02-25 22:37:49,0,中二热血机甲少年漫的剧情把老阿姨轰炸得好累哦哈哈哈哈。画风特别，棱角分明的几何体、街头涂鸦式撞色配色、像半成品一般的极简背景增强了未来感，动作场面眼花缭乱的分镜也几乎在炫技了，不愧是跟过庵野秀明和渡边信一郎的人。堺雅人咆哮的声音也太好认了
半拉西瓜,看过,还行,2020-03-07 13:51:19,0,五分制不好细化，整体推荐一波，毕竟除了画面之外还有泽野弘之的原声，但我还是要喊出来，普罗米亚跟天元突破比起来，差一百个卡米那大哥
灰色幽默,看过,较差,2020-02-09 13:48:26,2,中二版的……冰与火之歌？
ANDERSEN,看过,力荐,2019-05-26 15:40:30,7,虽老套，但还是好看，cp我吃了
有心打扰,看过,力荐,2020-02-14 20:05:09,1,啊！啊！啊！卧槽！卧槽卧槽！！全程抖腿！！这画面这剧情这配乐，太燃了！！我的中二魂要燃炸了！！最后...最后...竟然...我竟然被甜到了？！！这怎么回事？！！
多不利登,看过,较差,2020-02-13 11:15:00,0,2020021 二星还行。为什么总有一种既视感。太重复自我了？
美人長命,看过,较差,2020-02-06 07:29:38,1,好失望。看睡着两次，生物钟杀手！建议正在调整作息的人别在清醒时间看。
某J。624,看过,推荐,2020-02-16 02:19:23,0,除了剧本没什么可挑剔的，画风和音乐真的酷炫，松山研一vs早乙女太一vs雅人叔配音一本满足，虽然故事没新意，但上次见到如此绝美的W式爱情还是风都的侦探和他同体的卡面来打。最大的两个彩蛋：日系文化梗，以及当年「江户盗贼团·双雄」终于一吻定情了。
SquareOfSlow,看过,力荐,2020-02-15 00:35:53,0,帅炸燃爆爽上天，时髦度过高，无fuck说，trigger牛批！
