用户,是否看过,评分,评论时间,有用数,评论
淋酒,看过,还行,2019-08-31 01:00:47,118,优缺点都非常明显了吧，做动画做得很成熟，但是对于电影方面来说很青涩，穿插了太多题外的东西，有些笑点挺搞笑的，但给人一种打断情节的感觉，来来回回的很影响流畅度，结尾确实有点意思，大战什么的都无可挑剔，另外，这故事也很那啥了。
吃胶片的考拉,看过,还行,2019-09-08 10:52:22,80,线条太粗了，画面几乎没有细节，这样的影像只适合在小屏幕观看而不是电影院。前半段公路片十分无聊，后面进入“哈利波特”和“X战警”混搭的时候才有点意思。但是整体还是十分低幼，相同的笑料和技法重复用无数次，完全不懂克制。
西楼尘,看过,较差,2019-08-31 19:52:28,216,和妖精相处半天就笃信他是好人，跟人类横渡大海仍觉得受他欺凌。被人类赶出故土的小黑，闯进另一个人类的灵质空间。那人说，以后这里就是你家了。即使在他的境界，也不用担心任人宰割。原来家不在城市，不在森林，不是同类聚居的精灵会馆，不是吞噬文明的灵质空间。家是跟他一起闯荡，离开他都算流浪。
寒枝雀静,看过,还行,2019-09-09 01:27:26,43,D＋/ ①亮点基本全在设定本身，整体的矛盾类似《大护法》。②前半段双线叙事能力糟糕，情感铺垫轻薄，相同笑点反复炒，直露的说教和闪回更是暴露人物空洞。③设定有趣但执行失败，一方面是“空间”概念基本被局限在三位主角没有拓展，另一方面是层出不穷的“空间”花样缺乏递进且大多只为推进剧情，混杂而无法服务于文本整体。空间的嵌套、争夺和突围都浅尝辄止。④技术上太多瑕疵完全无法回想，尤其是动作戏空间感极乱，倒是文戏里好几处对平面的运用效果出众。⑤相比哪吒几乎不被讨论的美满贵族家庭背景，这部里试图做的意识形态整合要庞杂得多。在打包了一系列看上去极其“正确”的强者话语之后居然摇身一变要去“流浪”，不得不说既鸡贼又有点令人动容了。说到底还是一部霸道总裁养成系与超能英雄的杂合体，没有真正的“普通人”。
恶猫的步调,看过,力荐,2019-09-07 22:02:47,90,前面的泡面番有非常多的宫崎峻neta，电影版自然也是，比如说最后风息成林就非常龙猫，但电影版对各种动画类型的致敬融合完成的真的相当好，比如最大的一个感受是，打斗场景作画做的太溜了，再加上部分人设和设定，给人很强烈的火影即视感，完全盖过了宫崎峻的感觉，但二者结合的又非常和谐——你看新海诚《追逐繁星的孩子》和米林宏昌的《玛丽与魔女之花》在结合自己风格情况下对宫崎老爷子就致敬的很普通。本片简直日本动画影响的集大成之作，另外自然还有其它更多影子，像最后被灵质空间吞噬的城市场景，neta的是阿基拉（虽然可能会有人说是今敏的红辣椒，但从今敏的从业经历看，这也不过是另一场neta）。哪吒凭此片龙套，再下一城，或成为票房成绩最好的ip角色。
獨孤島主,看过,推荐,2019-09-08 23:44:34,12,对借来的手段没什么感觉，但比较喜欢套路背后的横眉冷对，与纯心视角的从一而终。
后自愈,看过,较差,2019-09-07 16:48:38,162,真的不要跟哪吒装熟，儿童睡前绘本读物的级别，除了有几个冷笑话勉强好笑以外，整体都太低幼无聊了。
小A,看过,推荐,2019-09-21 12:41:06,13,非常棒。艺术性比《哪吒》高多了。充分利用2D动画的特点做到人物简洁、美术简洁、转场简洁，造就一副并非刻意童真的表象；故事节奏快但世界观的展示却是逐层递进不慌不忙，如果《魁拔》系列像是对《新世纪福音战士》世界观的照搬（可以称之为《人类补不完计划2》），《罗小黑》则以简洁为主旨设计不难理解的架构，对于人性思维和现实世界是一种艺术化的映射。意识形态上从好和坏的对立变成不同立场的对立，没有非黑即白的判断，这非常好，尤其风息这个角色，他是妖族原教旨主义者群体的谢尔盖·阿赫罗梅耶夫，坚持自己的价值观不妥协，大势已去就自己走得干脆利落，十分可敬。
大聪看电影,看过,推荐,2019-09-10 13:28:32,12,7分。最后在小黑领域决战那片段，绝对属于周杰伦《我的地盘》加长版MV，不信把这首歌配着画面一起看：“在我地盘这你就得听我的...观念不及格，其他全部是垃圾，用态度扩张地盘到底什么意思...”
旖晗儿,看过,很差,2019-09-08 08:55:02,59,剧情太弱了……传说中的笑七十次呢？
杜小德,看过,力荐,2019-09-01 18:06:05,211,在英皇电影城杜比厅看罗小黑就是种视听享受啊！多数画面美的可以做壁纸，而且声优们的功力了得！剧情的编排上没有挑剔的，很连贯。虽然前面的节奏略慢一些，但是在我可忍受的范围内。电影中很多恰到好处戛然而止的冷幽默，看得也是很欢乐。很多角色特点鲜明，卖萌、傲娇、装酷、耍帅，每个都好呆萌可爱！特别喜欢小黑和无限这对CP～
删邃,看过,还行,2019-09-08 18:14:50,41,小黑问无限说风息是好人还是坏人呢，无限说你自己应该能明白吧。这是我最喜欢的一个点，能在这个年代这个时间点的国产院线看到这样的对白，能让人自己去思考好和坏，弥足珍贵。喜欢的那么多点里最惊喜的是哪吒的客串。电影设置的哪吒神通广大却应付不了空间系妖精，这不就在说即使今年的电影市场被《哪吒》屠榜，《罗小黑战记》也始终是它无法企及的那一类电影。
Stiles,看过,较差,2019-08-31 17:58:03,168,今年的国漫都在讲述人和妖，但相比前面两部，罗小黑除了各种卖萌和中二以外，在剧作上毫无亮色。换言之，这部电影的出发点就只是消费粉丝情怀，而没有要做出一部好电影的诚意。(拿哪吒玩梗和吐槽倒是挺应景的)
无耻不混蛋,看过,还行,2019-09-11 20:53:47,30,不是原著粉，实在get不到这动画究竟好在哪里（谁都告诉我，究竟好在哪里），但也不算差（我说的是废话）。感觉前期口碑吹过头了。这画风，也实在欣赏不来。罗小黑是猫的时候，还挺可爱的。
武侠小王子,看过,推荐,2019-09-05 22:24:17,39,"年度最好的动画之一，作为国漫最让人喜爱的系列，电影保持了漫画原著中的优点，水准不落下风。

清新的画风配上暖心的故事，依然让电影版保持了高水准。剧情算是在动画基础上进一步升华，一开始可能会觉得节奏慢，但其实上下铺垫 是一个循序渐进的过程，保证了100分钟的连贯性。

而人与自然、妖怪的和平共处，正彰显了《罗小黑战记》的初衷。"
巛巛,看过,较差,2019-09-01 19:41:18,163,做成这样也好意思搬上大屏幕让影迷评价？还是回去画之前的短小动画吧 兴许留点颜面。我给哪吒评三星，给罗小黑二星真的觉得超级超级超级对不起哪吒了（之所以二星是因为也没差到一星水准）哪吒可比罗小黑强上百倍！ （卖萌看的恶心 企图逃走再抓回来这梗80%都求求您删掉吧 这梗我真的无言以对。也行吧，反正我这一场被逗乐的是多数，你们开心就好。（ 山新能好好配吗别作 国内声优这水平真是。。
沈十六,看过,力荐,2019-08-28 10:21:20,146,很早就追《罗小黑战记》，真有生之年系列，电影版就像一个超长彩蛋，感觉导演在搞中秋活动大酬宾。罗小黑还是罗小黑，外冷内热，傲娇可爱。人形化后，又多了一丝憨态。一直很喜欢妖精和人类共存的设定，说不定世界上真有千奇百怪的生物，谁知道呢。
Legs,看过,较差,2019-09-06 14:08:13,139,节奏差，人物单薄，设定中二，时代地域混搭的莫名其妙，不是朋友喊的真坐不住……后面城市段落几乎低配版《怪物之子》，哪吒也“客串”了CP也炒了，看看这IP乘着国漫风能搞出多少票房。
