用户,是否看过,评分,评论时间,有用数,评论
枫影来下,看过,较差,2019-05-24 10:46:48,34,迪士尼这部宝莱坞风电影，像是一个言行不一的美国人，嘴上说着自己在cosplay中东人，身体却在跳hiphop。最🐂b的点在于，明明是在用着阿拉伯文化的包装啊，硬是拐着弯儿讲了一个黑人政治正确的故事... 作曲编舞并没有用心（可能也不打算）去了解大漠与地中海共同孕育的新月沃土之悠久传统，放着丰富的异域风情音乐不用，白白错过了本可以借由文化多样性再次重生为经典的机会。
Hachiko,看过,还行,2019-05-24 12:13:32,31,耳熟能详的童话故事改编成这样，不容易了，反派的营造尤其不容易，权利争斗的同时还要加入女权觉醒，有几场戏想象力爆棚，看的瞠目结舌。最大的惊喜和预期一样，威尔史密斯的放飞自我，充分演绎了话痨上身和精神分裂。成片总体还是唱跳偏多，影迷的观感是赏心悦目，不过对于普通观众，一向作为音乐剧坟场的内地市场，此片前景堪忧。
王食欲,看过,还行,2019-05-30 19:15:03,14,迪士尼想实现女权，真的只能靠《花木兰》了。《阿拉丁》怎么往女权上拽都只能靠男士兵扭转局势。而花木兰，她本身就是个士兵啊。
贡丸猩猩,看过,还行,2019-05-24 22:36:12,21,一坨五彩斑斓的…不是屎，就歌舞春晚大联欢吧，浓艳的配色要把眼睛看瞎了。全片都靠威尔史密斯卖力演出，估计片酬也很可观吧。继蒂姆波顿后，盖里奇也被迪宝宝“强上”了，恩…就是这样。
CRIMSON,看过,还行,2019-05-24 07:26:25,10,这也太不盖里奇了
有风自南,看过,较差,2019-05-24 11:08:20,20,一言不合就唱歌，说实话很难接受一般的歌舞片，更何况这部也太宝莱坞了吧。。。。
陆支羽,看过,还行,2019-05-24 19:40:11,9,3.0。
千树,看过,推荐,2019-05-25 17:39:45,100,"Will Smith又唱又跳又rap,这样全能的爱豆必须C位出道!"
汀,看过,还行,2019-05-22 22:14:50,9,有些导演欠账三千咋还接外快工作😶作为迪士尼真人改没什么毛病 A Whole New World和最后Jafar的暴走感觉还可以更敢做梦一点(quote Eames) 作为盖导作品我觉得差点意思…全程还被Will Smith花式抢戏(x 想看迪士尼的话可以 想看盖导的话还是等他还债吧……贵瓣提醒上映前标记不给算分那我就随便按个还行好了(x
蓝毛水怪,看过,推荐,2019-05-24 19:19:08,75,盖里奇被抓到迪士尼儿童乐园洗脑了吧，可怕。
不然呢。,看过,较差,2019-05-24 10:57:48,15,钙导手把手教你来撩妹 既然故事层面只能这样了 那就把蓝精灵往贱了整吧 却不愿多动一点脑子把歌舞编得更有想象力 于是我只好送上二百个哈欠
张宝根,看过,较差,2019-05-24 19:26:05,12,原创能力为零，贾方这选角实在是太没有存在感了。。。男主唱歌不行，女主那首歌是在是。。。。
Green,看过,力荐,2019-05-25 18:08:05,66,大家好，我是练习时长一万年的个人练习生灯神，喜欢唱，跳，rap和话痨。music！
郑乔尹,看过,还行,2019-05-22 22:21:31,17,迪斯尼电影是各种意识形态的前锋，不过整天搞这些也挺烦的，还是得和相同意识形态的人看，否则就是花钱买罪受
徐若风,看过,推荐,2019-05-29 18:09:41,75,3.5  这是什么预告骗？正片好看太多倍了，真的值豆瓣7.8这个分数。拿好莱坞级制作拍宝莱坞歌舞片，论观赏度和愉悦感简直是“迪士尼动画真人版中的《海王》”。威尔·史密斯slay全场，是一种极度油腻但让人舒服的表演风格，大型真香警告。阿拉丁和茉莉公主也许是目前迪士尼真人版里最有意思、最来火花的一对(特别是对比屈臣氏大表哥)。这个版本的阿拉丁虽然嘴歪个子矮，但的确为歌舞而生，太有魅力。
