用户,是否看过,评分,评论时间,有用数,评论
赱馬觀♣,看过,还行,2019-08-20 12:18:14,2,伊伯特在看港产动作片时总会好奇，明明画面中打得异常火爆热闹，却为何绝少有好莱坞暴力电影那种残忍感？其中一个重要原因：演员风格。自四零黑片&五零方法之后好莱坞的演员风格气质就快速转向至更擅长表现社会现实与复杂心理，相应的战争冒险枪战追车等动作场面也都配套求真务实，自然形成了所谓暴力的真实残忍感。可真过了头之后，你再让他们也学着黄金港产几近癫狂的表演状态去华丽诠释武术枪战，就会变得特别困难。即使本片导演声称自己是港影日漫与八零成龙时代的铁粉，也的确感受到他试图突出暴力之美之趣，可还是敌不过那个主宰好莱坞的强烈趋真的肃杀之气！……两星半。
浮影人生,看过,还行,2019-08-16 00:58:16,4,高大、笨拙、动作迟缓、核心力量不足，就这么个人，却可以从容应对一切拳脚、刀斧，摔打、甚至飞刀、子弹、高空坠落，以致战无不胜，并且几乎不带伤地全身而退。原因只是因为他是主角，被影片编导赋予无限上帝光环的主角。这部影片从头打到尾，几乎一刻不停。看着基努里维斯笨拙的动作甚至觉得他可怜，看得我都睡了一觉醒来他们还在打、打、打。本片最出色的应该是武术指导，要让所有人的打斗动作都要几乎完美地配合主角笨拙迟缓的动作是一件多么难办到的事情啊！最可笑的一幕是，几个刀术精湛的杀手对主角一顿拳脚狂殴，主角一招都躲不过去，生生被人家当人肉沙袋那么打，等杀手拿起刀了，却一刀也伤不到主角。并且多少次枪林弹雨毫发无损却全歼敌人。至于影片的故事情节，可以负责任地讲，没有。唉，要不是太喜欢基努里维斯真想给这部片子打两颗星。
皮革业,看过,还行,2019-08-15 22:30:11,2,飞刀那场确实厉害，可惜位置太靠前，马厩之后的戏感觉都在透支信用。
时间之葬,看过,还行,2019-07-12 21:10:29,4,编导把编排动作戏的心思稍微分一点给那套其实挺有意思的世界观就好了。下一集是要组复仇者联盟的意思
方枪枪,看过,还行,2019-07-11 19:34:21,5,你都看这片了，就别在意逻辑和剧情了，爽就够了。3.5
Z星驰007,看过,还行,2019-07-13 18:33:56,2,无论受多大的伤，下个场景就能相安无事，开头第一局，刚缝完线就开干，难道线不会崩吗？大杀四方，只因对方小喽啰都是冲上来主动送人头，反倒是和亚洲人之间的格斗搏击看的比较爽。
嘟嘟熊之父,看过,还行,2019-06-01 18:47:15,5,一步步将杀戮过程中的痛感和悔感降至最低，更接近射击游戏所铺陈的心理预期：全副戒备与手起刀落。拒绝对基努里维斯实现神化与人化，充分挖掘其工具属性，继而产生一种高度工业化社会下杀手变异为车间工人的奇妙落差。这代表未来电影的方向？抹除情绪，浸入为王。
草威,看过,还行,2019-07-18 11:12:13,3,这个系列的电影每部能缩短半小时就好了。
草威,看过,还行,2019-07-18 11:12:13,3,这个系列的电影每部能缩短半小时就好了。
RUNE,看过,还行,2019-07-10 20:01:02,8,能够和约翰·威克并肩作战的人，不一定是业界顶级杀手，但一定是一位爱狗人士。
Amino,看过,推荐,2019-05-26 13:11:08,6,马真是大杀器！！！最后那些防弹武僧进场的时候要是有马，早就都被踢死了！
变脸,看过,推荐,2019-05-20 14:28:11,3,电影院里面观众们在第一二次杀人的时候拍手叫好，干的越狠越嘎嘎笑……枪战和战斗有些多的淤了，导致肾上腺素分泌在开篇30分钟太猛，然后文戏的时候我一会儿就睡着了，然后哈利贝瑞和怹的狗一顿突突突突我又醒了，sound editor的噩梦，这effect editor耳朵得多疼啊……整个系列一定是boom的忠实用户。还要是有多喜欢沃卓斯基姐妹……致敬起来没玩没了，据说matrix要重启了
Infinitezoe,看过,推荐,2019-05-16 05:46:51,3,全片最爱开头的刀斗戏，刀子直接插入眼球也是杀神的做法了。以及这部里继铅笔杀人后在图书馆用书干倒巨人。啊，第三部了，John Wick满脸是血然后低沉缓慢的那句Yee-ah真的是性感到不行。
影杂志,看过,还行,2019-07-30 17:50:28,3,典型的弱智电影，反派全是傻逼，为了打而打，除了摩托飙车和人狗合作大战两场戏厉害，其他的只要用拳脚开始打的戏，基本看不下去。大长腿抬不起来、拳头没力量，基努没什么武打本事，动作导演还不用剪辑弥补这个缺陷，还非要在全景长镜头里看他一个人打倒3个人，多么的灾难啊，除了证明演员卖力不用替身，还能怎样呢？一帮日本武士也是智障，把人打趴下了还非要拉起来再打，你们都是送死吗？枪都打不穿的玻璃，你人一撞就碎，撞碎一个玩玩视觉效果就够了，你还非要把道具全给撞碎了，你让观众看了不难受吗？这种主角怎么打怎么中枪都不死的电影，越来越讨厌了，没劲，但是它还会一部部的接着追杀拍下去，哎…
Don Corleone,看过,推荐,2019-08-25 16:22:00,4,舞美绝对五星，尤其灯光、场景、配乐的质感绝非一般动作片所能及，现代感与古典美、霓虹美学与黑色影调、极尽奢华典雅冷艳暴力于一身。已过知天命之年的基努·里维斯，略显“老无所依”慢调动作之感，如若能加上个香港知名武指来“调教调教”，视觉冲击将直达神经嗨点。
Joker,看过,还行,2019-08-26 00:18:36,4,弹无虚发，开枪的瞬间就是你的末日。招招致命，出手的一刻就是你的死期。骏马能杀敌，书本成武器。用低级的暴力宣誓忠诚，向高处的黑暗发起复仇。引以为傲的动作设计呆板笨拙，肉搏甚至堪称简陋，过肩摔用起来没完没了，呈现出的更多是累，不是痛。照这个打法拍下去，用不了几年，基努里维斯就得换肾。
Ricky925,看过,推荐,2019-05-30 19:59:12,2,🐶党の胜利
OreoOlymLee,看过,2019-07-10 23:51:22, ,3,当然零星。第一部的驱动力只有一个：你杀了我的狗。没想到第三部有一半的时间又把这个理由重复了一遍。John Wick对寿司杀手说，我们一点儿都不像。可能是因为寿司店趴着一只猫。
