用户,是否看过,评分,评论时间,有用数,评论
that幽幻,看过,推荐,2020-01-31 23:41:42,2,8.0一个球局，一场赌局，一次亡命救赎。safdie兄弟电影主角虽然从贫民变成了富商，但内核依旧是耐不住的躁动和越出屏幕的焦虑，各种情绪的碰撞汇聚出了这个难以置信的结局，从影像意义上真正做到了直飞云霄的快感。不过感觉两兄弟还是没有想清楚如何使用配乐，放在《好时光》里如此电音算是亮点，到了《原钻》反而阻碍了情绪的蔓延，将观众从这无休无止的争吵中拖出，令人激动的狂躁也就变成了令人厌恶的混乱。可惜了。
低俗影迷,看过,推荐,2019-12-22 23:31:46,9,萨弗迪兄弟这次下手有点狠啊！依然是标志性的挣扎，突发性的困境，喧闹的场合嘴里碰着互不搭调的愤怒，还不忘调侃一下自己的《好时光》。作为一名篮球爱好者，看到狼王KG出演很兴奋，带着赌博的心态看球真TM刺激！！只想说，这一切真的太难了！！
Dear deer,看过,推荐,2019-12-31 10:40:03,1,桑德勒献出私恋失调后最佳演技。说实话，好时光已经忘得七七八八，但原钻显然已经超越了前作的感官体验，在犯罪电影的类型中探索其新。观众视点被逼迫架在令人厌恶的主角身上，被逼仄在纽约珠宝行、犹太社区和黑人流行文化中，看着他一步步拿人生做出豪赌，又一次次作出错误决定陷入深渊。
Messi,看过,很差,2019-12-18 11:16:28,9,Sound mixing is a disaster.
帕拉,看过,推荐,2019-12-21 22:05:06,3,繁华纽约城地下的原始欲望，依旧是杂乱聒噪中的有序，没有强大执行力确实做不到这样。
Colleen,看过,力荐,2019-10-04 12:01:39,5,全身雞皮疙瘩...除了fucking amazing我也不知道可以說什麼了
眼睛瞪得像铜铃,看过,力荐,2020-01-05 23:57:02,2,"8.5/10
从钻石到结石的过渡可以荣封2019最佳转场了，它暗示这两种晶状体之间的内在联系——一个之于社会，一个之于个体，看似用处不大，却能杀人于无形。萨弗迪兄弟用卓越的调度营造出极具冲击力的焦虑情绪，这是更为高级的《新喜剧之王》，甚至可以看做是亲民版的《小丑》——比起一张白纸被强行泼上血色，这个本身有着巨大缺陷的可怜人，在焦虑中一步步迷失的故事，或许更震撼人心。"
WALKOFFJUSTIN,看过,较差,2019-12-25 23:08:59,223,太吵了，真的太吵了，无尽的f word的对话，吵得我头疼
AaronSSA,看过,力荐,2019-12-22 17:03:33,6,全程嗨爆了！！！这才叫戏剧冲突！这才叫讲故事！两个小时完全没有松懈，剧情节奏嗨爆了！！！好久没看过这么紧凑的叙事了！！！今年最佳！没有之一！
基瑞尔,看过,推荐,2020-01-09 22:05:51,3,无视道德、陷入焦躁循环并且总是逃离的主人公，比之于《好时光》和Connie的冒险，Howard的故事会在时间线上更加清晰；他的欺骗、嗜赌、背叛与疯狂，组成了一生。如同科幻片的炫彩、结尾的电音和一如既往的夜幕，总之Safdies仍然捕捉了属于纽约的别样魅力，和David Simon笔下的《堕落街传奇》，构成了都会最复古迷人又流动着罪恶的一面。#JusticeforAdam
